godina,datum,lokalitet,vrsta_lat,vrsta_hr,brojnost,metoda,opazac,temperatura_C,vlaznost_pct
2022,2022-05-25,Velebit,Sitta europaea,Brgljez,21,točkasta_metoda,A.P.,17.7,75
2022,2022-05-25,Velebit,Phoenicurus ochruros,Crvenrepka,12,transekt,D.T.,20.1,62
2022,2022-05-25,Velebit,Picus viridis,Zelena žuna,9,točkasta_metoda,S.B.,16.8,54
2022,2022-05-28,Risnjak,Phoenicurus ochruros,Crvenrepka,13,IPA,I.H.,17.9,74
2022,2022-05-28,Risnjak,Strix Uralskaensis,Uralska sova,6,IPA,M.K.,16.3,73
2022,2022-05-28,Risnjak,Dendrocopos major,Veliki djetlić,21,transekt,S.B.,20.6,71
2022,2022-05-28,Risnjak,Fringilla coelebs,Zeba,33,točkasta_metoda,S.B.,10.9,76
2022,2022-05-28,Risnjak,Aquila chrysaetos,Suri orao,3,točkasta_metoda,M.K.,22.3,57
2022,2022-05-28,Risnjak,Cyanistes caeruleus,Plavetna sjenica,28,IPA,M.K.,13.8,51
2022,2022-05-28,Risnjak,Buteo buteo,Škanjac,17,IPA,D.T.,17.2,58
2022,2022-05-28,Risnjak,Erithacus rubecula,Crvendać,19,transekt,S.B.,22.9,82
2022,2022-06-01,Plitvice,Cyanistes caeruleus,Plavetna sjenica,26,transekt,S.B.,16.7,58
2022,2022-06-01,Plitvice,Buteo buteo,Škanjac,18,transekt,D.T.,17.6,63
2022,2022-06-01,Plitvice,Phoenicurus ochruros,Crvenrepka,19,točkasta_metoda,A.P.,15.7,63
2022,2022-06-01,Plitvice,Dendrocopos major,Veliki djetlić,14,transekt,M.K.,17.1,60
2022,2022-06-01,Plitvice,Picus viridis,Zelena žuna,8,IPA,S.B.,18.5,
2022,2022-06-01,Plitvice,Fringilla coelebs,Zeba,38,transekt,A.P.,18,51
2022,2022-06-01,Plitvice,Sitta europaea,Brgljez,21,transekt,M.K.,27.6,61
2022,2022-06-01,Plitvice,Parus major,Velika sjenica,38,točkasta_metoda,S.B.,19.9,80
2022,2022-06-01,Plitvice,Erithacus rubecula,Crvendać,17,IPA,A.P.,18.1,69
2022,2022-06-01,Plitvice,Tetrao urogallus,Tetrijeb,2,transekt,I.H.,21.3,68
2022,2022-06-01,Risnjak,Parus major,Velika sjenica,37,IPA,D.T.,21.6,78
2022,2022-06-01,Risnjak,Turdus merula,Kos,33,transekt,M.K.,22.4,58
2022,2022-06-01,Risnjak,Buteo buteo,Škanjac,4,točkasta_metoda,I.H.,19,76
2022,2022-06-01,Risnjak,Dendrocopos major,Veliki djetlić,22,transekt,S.B.,18.5,51
2022,2022-06-01,Risnjak,Fringilla coelebs,Zeba,39,točkasta_metoda,A.P.,26.5,60
2022,2022-06-01,Risnjak,Phoenicurus ochruros,Crvenrepka,14,točkasta_metoda,I.H.,22.7,59
2022,2022-06-01,Risnjak,Sitta europaea,Brgljez,23,IPA,D.T.,18.4,73
2022,2022-06-01,Risnjak,Aquila chrysaetos,Suri orao,5,IPA,A.P.,18.5,76
2022,2022-06-01,Risnjak,Strix Uralskaensis,Uralska sova,3,točkasta_metoda,S.B.,20.9,67
2022,2022-06-04,Risnjak,Fringilla coelebs,Zeba,42,transekt,A.P.,16.1,72
2022,2022-06-04,Risnjak,Sitta europaea,Brgljez,15,točkasta_metoda,S.B.,13.1,56
2022,2022-06-04,Risnjak,Picus viridis,Zelena žuna,10,IPA,A.P.,23.9,62
2022,2022-06-04,Risnjak,Cyanistes caeruleus,Plavetna sjenica,37,IPA,I.H.,20.2,67
2022,2022-06-04,Risnjak,Strix Uralskaensis,Uralska sova,2,točkasta_metoda,I.H.,17.3,53
2022,2022-06-04,Risnjak,Phoenicurus ochruros,Crvenrepka,20,točkasta_metoda,I.H.,18.2,54
2022,2022-06-04,Risnjak,Dendrocopos major,Veliki djetlić,17,točkasta_metoda,M.K.,20.2,50
2022,2022-06-04,Risnjak,Parus major,Velika sjenica,46,točkasta_metoda,D.T.,18.2,52
2022,2022-06-04,Risnjak,Turdus merula,Kos,46,transekt,S.B.,20.3,64
2022,2022-06-04,Risnjak,Buteo buteo,Škanjac,9,točkasta_metoda,M.K.,19.7,82
2022,2022-06-04,Risnjak,Erithacus rubecula,Crvendać,32,IPA,S.B.,21,82
2022,2022-06-07,Plitvice,Dendrocopos major,Veliki djetlić,17,IPA,S.B.,20.3,82
2022,2022-06-07,Plitvice,Sitta europaea,Brgljez,38,transekt,D.T.,14.9,72
2022,2022-06-07,Plitvice,Fringilla coelebs,Zeba,44,transekt,I.H.,22.8,53
2022,2022-06-07,Plitvice,Turdus merula,Kos,28,transekt,M.K.,20.5,51
2022,2022-06-07,Plitvice,Strix Uralskaensis,Uralska sova,1,transekt,D.T.,22.9,74
2022,2022-06-07,Plitvice,Phoenicurus ochruros,Crvenrepka,12,IPA,I.H.,14.3,52
2022,2022-06-07,Plitvice,Erithacus rubecula,Crvendać,27,IPA,A.P.,19.2,65
2022,2022-06-07,Plitvice,Dryocopus martius,Crna žuna,4,transekt,I.H.,24.1,80
2022,2022-06-07,Plitvice,Picus viridis,Zelena žuna,5,IPA,D.T.,20.7,79
2022,2022-06-07,Plitvice,Aquila chrysaetos,Suri orao,1,transekt,A.P.,17,79
2022,2022-06-07,Plitvice,Parus major,Velika sjenica,46,transekt,D.T.,16.1,51
2022,2022-06-09,Velebit,Phoenicurus ochruros,Crvenrepka,13,IPA,D.T.,18.6,75
2022,2022-06-09,Velebit,Buteo buteo,Škanjac,8,IPA,S.B.,24.3,54
2022,2022-06-09,Velebit,Turdus merula,Kos,45,IPA,D.T.,17.9,57
2022,2022-06-09,Velebit,Tetrao urogallus,Tetrijeb,1,točkasta_metoda,M.K.,17.6,64
2022,2022-06-09,Velebit,Fringilla coelebs,Zeba,48,IPA,S.B.,18.9,68
2022,2022-06-09,Velebit,Cyanistes caeruleus,Plavetna sjenica,38,transekt,I.H.,18.8,70
2022,2022-06-09,Velebit,Parus major,Velika sjenica,38,transekt,A.P.,18.4,57
2022,2022-06-09,Velebit,Sitta europaea,Brgljez,28,točkasta_metoda,D.T.,9.3,59
2022,2022-06-09,Velebit,Accipiter gentilis,Jastreb kokošar,2,točkasta_metoda,D.T.,20.2,81
2022,2022-06-09,Velebit,Corvus corax,Gavran,15,IPA,D.T.,12.1,76
2022,2022-06-12,Velebit,Phoenicurus ochruros,Crvenrepka,15,točkasta_metoda,D.T.,19.9,52
2022,2022-06-12,Velebit,Erithacus rubecula,Crvendać,23,IPA,S.B.,22.3,60
2022,2022-06-12,Velebit,Dendrocopos major,Veliki djetlić,17,transekt,D.T.,19.1,78
2022,2022-06-12,Velebit,Parus major,Velika sjenica,38,IPA,M.K.,17.8,55
2022,2022-06-12,Velebit,Cyanistes caeruleus,Plavetna sjenica,34,IPA,D.T.,16.8,75
2022,2022-06-12,Velebit,Tetrao urogallus,Tetrijeb,6,točkasta_metoda,I.H.,25.3,81
2022,2022-06-12,Velebit,Accipiter gentilis,Jastreb kokošar,9,točkasta_metoda,A.P.,17.7,77
2022,2022-06-12,Velebit,Sitta europaea,Brgljez,22,točkasta_metoda,I.H.,18.4,72
2022,2022-06-17,Velebit,Cyanistes caeruleus,Plavetna sjenica,23,točkasta_metoda,D.T.,12.9,83
2022,2022-06-17,Velebit,Dendrocopos major,Veliki djetlić,19,točkasta_metoda,D.T.,21.4,72
2022,2022-06-17,Velebit,Picus viridis,Zelena žuna,12,IPA,I.H.,18.4,53
2022,2022-06-17,Velebit,Sitta europaea,Brgljez,17,točkasta_metoda,M.K.,21.1,70
2022,2022-06-17,Velebit,Erithacus rubecula,Crvendać,24,IPA,D.T.,17.1,74
2022,2022-06-17,Velebit,Parus major,Velika sjenica,48,točkasta_metoda,I.H.,21.2,83
2022,2022-06-17,Velebit,Turdus merula,Kos,37,transekt,I.H.,24.5,67
2022,2022-06-17,Velebit,Buteo buteo,Škanjac,17,IPA,S.B.,25,78
2022,2022-06-17,Velebit,Tetrao urogallus,Tetrijeb,5,transekt,S.B.,19,51
2022,2022-06-18,Risnjak,Strix Uralskaensis,Uralska sova,10,transekt,D.T.,24.3,83
2022,2022-06-18,Risnjak,Sitta europaea,Brgljez,27,transekt,M.K.,18.1,72
2022,2022-06-18,Risnjak,Fringilla coelebs,Zeba,54,točkasta_metoda,S.B.,14.6,84
2022,2022-06-18,Risnjak,Cyanistes caeruleus,Plavetna sjenica,36,točkasta_metoda,I.H.,19.2,66
2022,2022-06-18,Risnjak,Buteo buteo,Škanjac,10,transekt,M.K.,23,76
2022,2022-06-18,Risnjak,Tetrao urogallus,Tetrijeb,5,IPA,S.B.,18.6,59
2022,2022-06-18,Risnjak,Parus major,Velika sjenica,38,točkasta_metoda,D.T.,22.4,81
2022,2022-06-18,Risnjak,Picus viridis,Zelena žuna,10,IPA,D.T.,18.8,85
2022,2022-06-18,Risnjak,Dendrocopos major,Veliki djetlić,25,transekt,I.H.,16.2,68
2022,2022-06-25,Risnjak,Dendrocopos major,Veliki djetlić,27,transekt,A.P.,19.2,54
2022,2022-06-25,Risnjak,Cyanistes caeruleus,Plavetna sjenica,38,točkasta_metoda,M.K.,,59
2022,2022-06-25,Risnjak,Phoenicurus ochruros,Crvenrepka,15,točkasta_metoda,M.K.,18.4,56
2022,2022-06-25,Risnjak,Fringilla coelebs,Zeba,44,IPA,D.T.,23.3,55
2022,2022-06-25,Risnjak,Turdus merula,Kos,40,IPA,I.H.,19.9,82
2022,2022-06-25,Risnjak,Parus major,Velika sjenica,58,transekt,A.P.,19.4,55
2022,2022-06-25,Risnjak,Sitta europaea,Brgljez,23,točkasta_metoda,S.B.,18.5,65
2022,2022-06-25,Risnjak,Tetrao urogallus,Tetrijeb,1,IPA,D.T.,18.9,62
2022,2022-06-25,Risnjak,Buteo buteo,Škanjac,13,transekt,D.T.,20.1,65
2022,2022-06-25,Risnjak,Picus viridis,Zelena žuna,4,IPA,M.K.,21.6,60
2022,2022-06-25,Risnjak,Erithacus rubecula,Crvendać,33,transekt,D.T.,20.1,82
2022,2022-06-25,Risnjak,Corvus corax,Gavran,5,točkasta_metoda,I.H.,20,75
2022,2022-06-26,Plitvice,Dendrocopos major,Veliki djetlić,14,IPA,D.T.,21.1,76
2022,2022-06-26,Plitvice,Parus major,Velika sjenica,51,točkasta_metoda,I.H.,20.2,57
2022,2022-06-26,Plitvice,Cyanistes caeruleus,Plavetna sjenica,30,IPA,D.T.,16.8,79
2022,2022-06-26,Plitvice,Turdus merula,Kos,43,točkasta_metoda,M.K.,21.1,78
2022,2022-06-26,Plitvice,Sitta europaea,Brgljez,20,točkasta_metoda,A.P.,23.2,66
2022,2022-06-26,Plitvice,Aquila chrysaetos,Suri orao,6,transekt,I.H.,18.6,84
2022,2022-06-26,Plitvice,Fringilla coelebs,Zeba,55,IPA,S.B.,15,51
2022,2022-06-26,Plitvice,Phoenicurus ochruros,Crvenrepka,13,IPA,A.P.,19.5,57
2022,2022-07-08,Risnjak,Cyanistes caeruleus,Plavetna sjenica,18,transekt,M.K.,20.9,72
2022,2022-07-08,Risnjak,Tetrao urogallus,Tetrijeb,2,IPA,A.P.,20.3,65
2022,2022-07-08,Risnjak,Dendrocopos major,Veliki djetlić,20,IPA,D.T.,21.1,71
2022,2022-07-08,Risnjak,Turdus merula,Kos,24,IPA,M.K.,19.5,55
2022,2022-07-08,Risnjak,Aquila chrysaetos,Suri orao,1,transekt,I.H.,29.8,60
2022,2022-07-08,Risnjak,Phoenicurus ochruros,Crvenrepka,10,točkasta_metoda,S.B.,21.3,67
2022,2022-07-08,Risnjak,Accipiter gentilis,Jastreb kokošar,4,IPA,S.B.,23.4,51
2022,2022-07-08,Risnjak,Parus major,Velika sjenica,24,točkasta_metoda,A.P.,18.5,52
2022,2022-07-08,Velebit,Parus major,Velika sjenica,28,transekt,M.K.,21.9,82
2022,2022-07-08,Velebit,Sitta europaea,Brgljez,11,transekt,I.H.,19.7,63
2022,2022-07-08,Velebit,Fringilla coelebs,Zeba,37,transekt,A.P.,25.6,63
2022,2022-07-08,Velebit,Strix Uralskaensis,Uralska sova,1,točkasta_metoda,A.P.,19.5,54
2022,2022-07-08,Velebit,Buteo buteo,Škanjac,12,IPA,D.T.,20.9,59
2022,2022-07-17,Risnjak,Corvus corax,Gavran,6,točkasta_metoda,S.B.,18.1,70
2022,2022-07-17,Risnjak,Buteo buteo,Škanjac,4,transekt,D.T.,22.3,59
2022,2022-07-17,Risnjak,Turdus merula,Kos,24,točkasta_metoda,M.K.,20.1,74
2022,2022-07-17,Risnjak,Cyanistes caeruleus,Plavetna sjenica,19,transekt,M.K.,22.3,59
2022,2022-07-17,Risnjak,Picus viridis,Zelena žuna,7,transekt,D.T.,22,84
2022,2022-07-17,Risnjak,Dendrocopos major,Veliki djetlić,22,transekt,S.B.,18.6,81
2022,2022-07-17,Risnjak,Sitta europaea,Brgljez,18,IPA,D.T.,24,67
2022,2022-07-19,Plitvice,Parus major,Velika sjenica,29,IPA,D.T.,24,66
2022,2022-07-19,Plitvice,Turdus merula,Kos,27,transekt,A.P.,14.4,76
2022,2022-07-19,Plitvice,Buteo buteo,Škanjac,8,transekt,D.T.,16.8,73
2022,2022-07-19,Plitvice,Dendrocopos major,Veliki djetlić,15,IPA,S.B.,21.8,62
2022,2022-07-19,Plitvice,Picus viridis,Zelena žuna,5,IPA,S.B.,20.5,75
2022,2022-07-19,Plitvice,Dryocopus martius,Crna žuna,7,točkasta_metoda,A.P.,13.4,
2022,2022-07-19,Plitvice,Tetrao urogallus,Tetrijeb,4,IPA,D.T.,21.1,52
2022,2022-07-19,Plitvice,Erithacus rubecula,Crvendać,20,IPA,S.B.,18.7,70
2022,2022-07-26,Risnjak,Parus major,Velika sjenica,20,transekt,I.H.,20.9,64
2022,2022-07-26,Risnjak,Cyanistes caeruleus,Plavetna sjenica,22,IPA,A.P.,16.8,85
2022,2022-07-26,Risnjak,Turdus merula,Kos,25,točkasta_metoda,D.T.,19.7,61
2022,2022-07-26,Risnjak,Dendrocopos major,Veliki djetlić,11,IPA,I.H.,20.2,78
2022,2022-07-26,Risnjak,Fringilla coelebs,Zeba,31,IPA,D.T.,20.6,52
2022,2022-07-26,Risnjak,Accipiter gentilis,Jastreb kokošar,4,transekt,S.B.,22.5,64
2022,2022-07-26,Risnjak,Erithacus rubecula,Crvendać,17,transekt,D.T.,25.8,73
2022,2022-07-26,Risnjak,Buteo buteo,Škanjac,8,točkasta_metoda,A.P.,17.8,74
2022,2022-07-27,Velebit,Parus major,Velika sjenica,19,transekt,A.P.,19.2,68
2022,2022-07-27,Velebit,Phoenicurus ochruros,Crvenrepka,8,IPA,D.T.,21.2,73
2022,2022-07-27,Velebit,Dendrocopos major,Veliki djetlić,10,točkasta_metoda,S.B.,14.7,62
2022,2022-07-27,Velebit,Dryocopus martius,Crna žuna,4,točkasta_metoda,A.P.,20,83
2022,2022-07-27,Velebit,Fringilla coelebs,Zeba,35,točkasta_metoda,I.H.,18.2,80
2023,2023-03-02,Velebit,Dendrocopos major,Veliki djetlić,13,točkasta_metoda,D.T.,9.4,69
2023,2023-03-02,Velebit,Corvus corax,Gavran,1,IPA,D.T.,17,66
2023,2023-03-02,Velebit,Aquila chrysaetos,Suri orao,1,točkasta_metoda,D.T.,11.1,65
2023,2023-03-02,Velebit,Fringilla coelebs,Zeba,27,IPA,I.H.,16.4,54
2023,2023-03-02,Velebit,Picus viridis,Zelena žuna,3,transekt,D.T.,13.4,54
2023,2023-03-02,Velebit,Parus major,Velika sjenica,27,transekt,I.H.,15,83
2023,2023-03-06,Risnjak,Erithacus rubecula,Crvendać,12,točkasta_metoda,M.K.,18.1,68
2023,2023-03-06,Risnjak,Turdus merula,Kos,29,točkasta_metoda,S.B.,14.4,59
2023,2023-03-06,Risnjak,Phoenicurus ochruros,Crvenrepka,10,točkasta_metoda,S.B.,13,73
2023,2023-03-06,Risnjak,Cyanistes caeruleus,Plavetna sjenica,21,transekt,S.B.,18,81
2023,2023-03-06,Risnjak,Dendrocopos major,Veliki djetlić,14,IPA,S.B.,12.2,62
2023,2023-03-06,Risnjak,Sitta europaea,Brgljez,22,točkasta_metoda,A.P.,16.5,77
2023,2023-03-06,Risnjak,Parus major,Velika sjenica,25,točkasta_metoda,I.H.,10.6,72
2023,2023-03-06,Risnjak,Corvus corax,Gavran,7,točkasta_metoda,A.P.,13,85
2023,2023-03-08,Risnjak,Phoenicurus ochruros,Crvenrepka,14,IPA,A.P.,16.9,64
2023,2023-03-08,Risnjak,Fringilla coelebs,Zeba,39,transekt,S.B.,11.3,50
2023,2023-03-08,Risnjak,Turdus merula,Kos,20,transekt,S.B.,16.4,81
2023,2023-03-08,Risnjak,Strix Uralskaensis,Uralska sova,7,IPA,A.P.,7.8,75
2023,2023-03-08,Risnjak,Parus major,Velika sjenica,25,IPA,I.H.,14.4,67
2023,2023-03-08,Risnjak,Dendrocopos major,Veliki djetlić,12,točkasta_metoda,A.P.,13.8,61
2023,2023-03-08,Risnjak,Buteo buteo,Škanjac,7,točkasta_metoda,D.T.,18,54
2023,2023-03-08,Risnjak,Erithacus rubecula,Crvendać,15,IPA,S.B.,16.8,71
2023,2023-03-08,Velebit,Picus viridis,Zelena žuna,4,transekt,M.K.,15.5,56
2023,2023-03-08,Velebit,Phoenicurus ochruros,Crvenrepka,11,transekt,A.P.,16.2,56
2023,2023-03-08,Velebit,Turdus merula,Kos,32,IPA,I.H.,18.4,55
2023,2023-03-08,Velebit,Cyanistes caeruleus,Plavetna sjenica,23,točkasta_metoda,A.P.,15.8,77
2023,2023-03-08,Velebit,Parus major,Velika sjenica,25,točkasta_metoda,D.T.,10.5,76
2023,2023-03-08,Velebit,Dendrocopos major,Veliki djetlić,19,transekt,S.B.,12.5,78
2023,2023-03-08,Velebit,Buteo buteo,Škanjac,10,IPA,D.T.,12.7,79
2023,2023-03-08,Velebit,Corvus corax,Gavran,3,transekt,I.H.,14.4,78
2023,2023-03-08,Velebit,Tetrao urogallus,Tetrijeb,2,IPA,S.B.,11,66
2023,2023-03-08,Velebit,Sitta europaea,Brgljez,19,transekt,S.B.,14.9,79
2023,2023-03-09,Velebit,Turdus merula,Kos,17,transekt,I.H.,9.4,82
2023,2023-03-09,Velebit,Dendrocopos major,Veliki djetlić,10,točkasta_metoda,M.K.,12.3,69
2023,2023-03-09,Velebit,Sitta europaea,Brgljez,19,točkasta_metoda,S.B.,14.6,79
2023,2023-03-09,Velebit,Cyanistes caeruleus,Plavetna sjenica,20,IPA,I.H.,16.6,74
2023,2023-03-09,Velebit,Strix Uralskaensis,Uralska sova,1,transekt,M.K.,10.3,72
2023,2023-03-09,Velebit,Parus major,Velika sjenica,35,IPA,D.T.,14.2,67
2023,2023-03-13,Risnjak,Tetrao urogallus,Tetrijeb,2,IPA,M.K.,15.7,57
2023,2023-03-13,Risnjak,Sitta europaea,Brgljez,20,IPA,D.T.,15.7,60
2023,2023-03-13,Risnjak,Fringilla coelebs,Zeba,28,IPA,A.P.,12,54
2023,2023-03-13,Risnjak,Turdus merula,Kos,19,IPA,S.B.,16.1,67
2023,2023-03-13,Risnjak,Cyanistes caeruleus,Plavetna sjenica,22,točkasta_metoda,I.H.,12.9,72
2023,2023-03-13,Risnjak,Corvus corax,Gavran,5,transekt,A.P.,8.8,80
2023,2023-03-13,Risnjak,Phoenicurus ochruros,Crvenrepka,14,transekt,A.P.,16.6,57
2023,2023-03-16,Risnjak,Fringilla coelebs,Zeba,27,točkasta_metoda,M.K.,15.5,78
2023,2023-03-16,Risnjak,Phoenicurus ochruros,Crvenrepka,4,točkasta_metoda,A.P.,14.6,52
2023,2023-03-16,Risnjak,Corvus corax,Gavran,7,točkasta_metoda,S.B.,7.7,68
2023,2023-03-16,Risnjak,Tetrao urogallus,Tetrijeb,4,točkasta_metoda,I.H.,15.1,60
2023,2023-03-16,Risnjak,Accipiter gentilis,Jastreb kokošar,4,transekt,S.B.,12.2,74
2023,2023-03-16,Risnjak,Strix Uralskaensis,Uralska sova,6,IPA,I.H.,9.6,71
2023,2023-03-17,Plitvice,Turdus merula,Kos,32,točkasta_metoda,D.T.,11.6,70
2023,2023-03-17,Plitvice,Parus major,Velika sjenica,21,IPA,M.K.,15.9,59
2023,2023-03-17,Plitvice,Anas platyrhynchos,Divlja patka,29,točkasta_metoda,A.P.,12.9,80
2023,2023-03-17,Plitvice,Aquila chrysaetos,Suri orao,1,točkasta_metoda,M.K.,11.2,75
2023,2023-03-17,Plitvice,Dendrocopos major,Veliki djetlić,16,točkasta_metoda,S.B.,15.1,67
2023,2023-03-17,Plitvice,Tetrao urogallus,Tetrijeb,6,točkasta_metoda,S.B.,12.2,78
2023,2023-03-17,Plitvice,Cyanistes caeruleus,Plavetna sjenica,18,IPA,S.B.,14.2,72
2023,2023-03-17,Plitvice,Erithacus rubecula,Crvendać,19,transekt,M.K.,19.3,63
2023,2023-03-18,Plitvice,Anas platyrhynchos,Divlja patka,38,IPA,A.P.,19.1,55
2023,2023-03-18,Plitvice,Turdus merula,Kos,24,IPA,M.K.,12.6,76
2023,2023-03-18,Plitvice,Sitta europaea,Brgljez,16,IPA,A.P.,14.7,68
2023,2023-03-18,Plitvice,Alcedo atthis,Vodomar,1,točkasta_metoda,S.B.,,71
2023,2023-03-18,Plitvice,Dendrocopos major,Veliki djetlić,14,IPA,S.B.,12.4,78
2023,2023-03-18,Plitvice,Picus viridis,Zelena žuna,8,IPA,S.B.,10.5,66
2023,2023-03-18,Plitvice,Fringilla coelebs,Zeba,34,točkasta_metoda,I.H.,15.3,77
2023,2023-03-18,Plitvice,Erithacus rubecula,Crvendać,23,transekt,I.H.,13.7,53
2023,2023-03-18,Plitvice,Dryocopus martius,Crna žuna,7,transekt,I.H.,15.2,62
2023,2023-03-18,Plitvice,Phoenicurus ochruros,Crvenrepka,16,transekt,A.P.,16.6,68
2023,2023-03-22,Velebit,Picus viridis,Zelena žuna,2,transekt,D.T.,14.3,85
2023,2023-03-22,Velebit,Fringilla coelebs,Zeba,25,transekt,S.B.,13.5,61
2023,2023-03-22,Velebit,Phoenicurus ochruros,Crvenrepka,7,IPA,S.B.,11.4,80
2023,2023-03-22,Velebit,Parus major,Velika sjenica,17,transekt,A.P.,16.5,85
2023,2023-03-22,Velebit,Sitta europaea,Brgljez,15,IPA,S.B.,15.7,75
2023,2023-03-22,Velebit,Dendrocopos major,Veliki djetlić,8,transekt,D.T.,10.9,71
2023,2023-03-22,Velebit,Cyanistes caeruleus,Plavetna sjenica,19,transekt,I.H.,10.9,64
2023,2023-03-22,Velebit,Erithacus rubecula,Crvendać,12,transekt,S.B.,15.3,77
2023,2023-03-22,Velebit,Dryocopus martius,Crna žuna,9,IPA,D.T.,9.9,85
2023,2023-03-28,Risnjak,Picus viridis,Zelena žuna,5,IPA,I.H.,11.6,62
2023,2023-03-28,Risnjak,Turdus merula,Kos,23,IPA,A.P.,12.3,55
2023,2023-03-28,Risnjak,Accipiter gentilis,Jastreb kokošar,4,transekt,M.K.,13.6,83
2023,2023-03-28,Risnjak,Cyanistes caeruleus,Plavetna sjenica,22,transekt,A.P.,17.7,54
2023,2023-03-28,Risnjak,Fringilla coelebs,Zeba,33,IPA,D.T.,15.9,71
2023,2023-03-28,Risnjak,Corvus corax,Gavran,5,točkasta_metoda,M.K.,14.5,79
2023,2023-03-28,Risnjak,Phoenicurus ochruros,Crvenrepka,2,točkasta_metoda,A.P.,17.5,62
2023,2023-03-28,Risnjak,Dendrocopos major,Veliki djetlić,4,točkasta_metoda,I.H.,15.6,55
2023,2023-03-28,Risnjak,Erithacus rubecula,Crvendać,20,točkasta_metoda,A.P.,9.3,64
2023,2023-04-04,Plitvice,Alcedo atthis,Vodomar,6,IPA,A.P.,26.2,67
2023,2023-04-04,Plitvice,Anas platyrhynchos,Divlja patka,27,transekt,A.P.,19.1,59
2023,2023-04-04,Plitvice,Dendrocopos major,Veliki djetlić,12,IPA,I.H.,18.2,59
2023,2023-04-04,Plitvice,Cyanistes caeruleus,Plavetna sjenica,14,točkasta_metoda,I.H.,16.3,71
2023,2023-04-04,Plitvice,Fringilla coelebs,Zeba,30,IPA,S.B.,12.2,51
2023,2023-04-04,Plitvice,Sitta europaea,Brgljez,11,IPA,S.B.,11.4,68
2023,2023-04-04,Plitvice,Turdus merula,Kos,28,transekt,S.B.,9.4,54
2023,2023-04-09,Risnjak,Parus major,Velika sjenica,25,IPA,M.K.,12.4,64
2023,2023-04-09,Risnjak,Phoenicurus ochruros,Crvenrepka,6,transekt,M.K.,13.8,78
2023,2023-04-09,Risnjak,Sitta europaea,Brgljez,18,točkasta_metoda,D.T.,18.7,59
2023,2023-04-09,Risnjak,Strix Uralskaensis,Uralska sova,8,točkasta_metoda,D.T.,19.2,65
2023,2023-04-09,Risnjak,Erithacus rubecula,Crvendać,11,transekt,I.H.,14,62
2023,2023-04-09,Risnjak,Cyanistes caeruleus,Plavetna sjenica,23,transekt,A.P.,20.3,52
2023,2023-04-09,Risnjak,Tetrao urogallus,Tetrijeb,1,točkasta_metoda,S.B.,14.1,73
2023,2023-04-13,Velebit,Parus major,Velika sjenica,31,transekt,M.K.,14,63
2023,2023-04-13,Velebit,Fringilla coelebs,Zeba,37,IPA,S.B.,13,75
2023,2023-04-13,Velebit,Turdus merula,Kos,28,IPA,S.B.,15,51
2023,2023-04-13,Velebit,Sitta europaea,Brgljez,9,transekt,D.T.,20.6,54
2023,2023-04-13,Velebit,Accipiter gentilis,Jastreb kokošar,5,IPA,S.B.,17.3,64
2023,2023-04-13,Velebit,Dendrocopos major,Veliki djetlić,10,IPA,D.T.,18.5,54
2023,2023-04-13,Velebit,Aquila chrysaetos,Suri orao,5,točkasta_metoda,A.P.,17.6,68
2023,2023-04-15,Plitvice,Turdus merula,Kos,29,točkasta_metoda,D.T.,20.4,70
2023,2023-04-15,Plitvice,Parus major,Velika sjenica,18,IPA,A.P.,14.6,65
2023,2023-04-15,Plitvice,Sitta europaea,Brgljez,14,transekt,I.H.,13.3,54
2023,2023-04-15,Plitvice,Erithacus rubecula,Crvendać,17,transekt,S.B.,24.1,77
2023,2023-04-15,Plitvice,Fringilla coelebs,Zeba,42,transekt,A.P.,13.5,65
2023,2023-04-15,Plitvice,Picus viridis,Zelena žuna,9,IPA,S.B.,14.5,84
2023,2023-04-15,Plitvice,Cyanistes caeruleus,Plavetna sjenica,12,IPA,M.K.,16.2,80
2023,2023-04-15,Plitvice,Phoenicurus ochruros,Crvenrepka,17,točkasta_metoda,M.K.,15.6,61
2023,2023-04-16,Plitvice,Accipiter gentilis,Jastreb kokošar,4,transekt,S.B.,11.8,57
2023,2023-04-16,Plitvice,Anas platyrhynchos,Divlja patka,26,točkasta_metoda,I.H.,15.6,73
2023,2023-04-16,Plitvice,Fringilla coelebs,Zeba,40,točkasta_metoda,S.B.,16.3,76
2023,2023-04-16,Plitvice,Dryocopus martius,Crna žuna,5,transekt,M.K.,19.3,55
2023,2023-04-16,Plitvice,Erithacus rubecula,Crvendać,13,točkasta_metoda,I.H.,18.5,82
2023,2023-04-16,Plitvice,Cyanistes caeruleus,Plavetna sjenica,25,točkasta_metoda,M.K.,11.5,57
2023,2023-04-17,Velebit,Picus viridis,Zelena žuna,11,točkasta_metoda,M.K.,14.2,50
2023,2023-04-17,Velebit,Sitta europaea,Brgljez,15,točkasta_metoda,A.P.,18.4,76
2023,2023-04-17,Velebit,Dendrocopos major,Veliki djetlić,11,IPA,S.B.,15.3,77
2023,2023-04-17,Velebit,Erithacus rubecula,Crvendać,9,točkasta_metoda,M.K.,14.6,82
2023,2023-04-17,Velebit,Phoenicurus ochruros,Crvenrepka,10,točkasta_metoda,M.K.,15.1,81
2023,2023-04-17,Velebit,Turdus merula,Kos,19,točkasta_metoda,S.B.,22,81
